condition,env,reference,policy_path,seed,episodes,alpha,noise_type,jitter_sigma,dropout_p,dropout_mode,use_masked_reward,bias_magnitude,bias_axis,bias_target,reward_type,huber_delta,n_samples,pearson_r,pearson_p,spearman_r,spearman_p,mean_clean_reward,mean_noisy_reward,mean_clean_keypoint_mse,mean_noisy_keypoint_mse,mean_masked_noisy_keypoint_mse,mean_visibility_frac
dropout_zero_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_zero_p_0.30_seed2/policy.zip,2,5,5.0,dropout,0.0,0.3,zero,False,0.0,0,none,squared,0.05,795,0.30171656331628804,3.401135020710422e-18,0.32433456670740235,6.271302769716179e-21,0.6092060062936983,0.14255386396612807,0.022687500218908443,0.10259122233445674,0.02295070506570511,0.6977538324751944
