condition,env,reference,policy_path,seed,episodes,alpha,noise_type,jitter_sigma,dropout_p,dropout_mode,use_masked_reward,bias_magnitude,bias_axis,bias_target,reward_type,huber_delta,n_samples,pearson_r,pearson_p,spearman_r,spearman_p,mean_clean_reward,mean_noisy_reward,mean_clean_keypoint_mse,mean_noisy_keypoint_mse,mean_masked_noisy_keypoint_mse,mean_visibility_frac
dropout_masked_p_0.30,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/dropout_masked_p_0.30_seed0/policy.zip,0,5,5.0,dropout,0.0,0.3,mask,True,0.0,0,none,squared,0.05,795,0.8802392897373519,6.089134871185099e-259,0.9168435686344846,0.0,0.6506183114008312,0.8730484349828553,0.01859691334372753,0.01859691334372753,0.01826604248258385,0.7017071121706153
