condition,env,reference,policy_path,seed,episodes,alpha,noise_type,jitter_sigma,dropout_p,dropout_mode,use_masked_reward,bias_magnitude,bias_axis,bias_target,reward_type,huber_delta,n_samples,pearson_r,pearson_p,spearman_r,spearman_p,mean_clean_reward,mean_noisy_reward,mean_clean_keypoint_mse,mean_noisy_keypoint_mse,mean_masked_noisy_keypoint_mse,mean_visibility_frac
jitter_sigma_0.05,Walker2d-v5,data/references/walker2d_v5_reference_expert_seed0_10k.npz,results/jitter_sigma_0.05_seed2/policy.zip,2,5,5.0,jitter,0.05,0.0,hold,False,0.0,0,none,squared,0.05,795,0.9749472149534606,0.0,0.8392513873965618,4.96154090811648e-212,0.6692410180684084,0.5688008445226518,0.019652663955196274,0.022217865135233685,0.022217865197907593,1.0
