episode,t,clean_reward,noisy_reward,env_reward,clean_keypoint_mse,noisy_keypoint_mse,masked_noisy_keypoint_mse,visibility_frac
0,0,0.9991612180383264,0.9991612180383264,1.137719009333364,1.1987627658527344e-05,1.1987627658527344e-05,1.1987627658527344e-05,1.0
0,1,0.9948370367124643,0.9948370367124643,1.172231050827846,7.394767453661188e-05,7.394767453661188e-05,7.394767453661188e-05,1.0
0,2,0.9840091316991559,0.9840091316991559,0.9919754072858019,0.00023028715804684907,0.00023028715804684907,0.0002302871725987643,1.0
0,3,0.9705833812923512,0.9705833812923512,0.9016127907473186,0.0004265423340257257,0.0004265423340257257,0.0004265423340257257,1.0
0,4,0.958618024435418,0.958618024435418,0.9397334226528711,0.0006037512794137001,0.0006037512794137001,0.0006037512794137001,1.0
0,5,0.9461820459652341,0.9461820459652341,1.0049711007408106,0.0007902898942120373,0.0007902898942120373,0.0007902898942120373,1.0
0,6,0.9164911300254148,0.9164911300254148,1.1371828807547955,0.0012457555858418345,0.0012457555858418345,0.0012457555858418345,1.0
0,7,0.8613936094719336,0.8613936094719336,1.069687581268148,0.0021314818877726793,0.0021314818877726793,0.0021314818877726793,1.0
0,8,0.8093799816706118,0.8093799816706118,0.9139329557433659,0.0030212397687137127,0.0030212397687137127,0.0030212397687137127,1.0
0,9,0.7659554688338436,0.7659554688338436,1.017380862342763,0.003809018060564995,0.003809018060564995,0.003809017827734351,1.0
0,10,0.744429996233811,0.744429996233811,1.0474388733840445,0.004216235131025314,0.004216235131025314,0.004216235131025314,1.0
0,11,0.7358589778200314,0.7358589778200314,1.0363291048106469,0.004381668288260698,0.004381668288260698,0.004381668288260698,1.0
0,12,0.7355533876442119,0.7355533876442119,1.0100447994479589,0.004387602210044861,0.004387602210044861,0.004387602210044861,1.0
0,13,0.7463875593320879,0.7463875593320879,0.9931377203380212,0.004178718198090792,0.004178718198090792,0.004178718663752079,1.0
0,14,0.7641150676293067,0.7641150676293067,1.0369491415348677,0.0038433840963989496,0.0038433840963989496,0.0038433840963989496,1.0
0,15,0.7796790364057777,0.7796790364057777,1.0837478019960518,0.0035553276538848877,0.0035553276538848877,0.0035553276538848877,1.0
0,16,0.7933360253106341,0.7933360253106341,1.0346112557866873,0.0033072629012167454,0.0033072629012167454,0.0033072629012167454,1.0
0,17,0.8046426917972543,0.8046426917972543,1.0251430227760028,0.003105099545791745,0.003105099545791745,0.003105099545791745,1.0
0,18,0.8137488095267759,0.8137488095267759,1.0294674801185089,0.0029443365056067705,0.0029443365056067705,0.0029443365056067705,1.0
0,19,0.820353717884956,0.820353717884956,1.0669430287715904,0.002828852739185095,0.002828852739185095,0.002828852506354451,1.0
0,20,0.8252146616315096,0.8252146616315096,1.0304821559808357,0.0027444532606750727,0.0027444532606750727,0.0027444532606750727,1.0
0,21,0.8279798220543889,0.8279798220543889,1.0714565467299069,0.0026966643054038286,0.0026966643054038286,0.0026966643054038286,1.0
0,22,0.8293467194528439,0.8293467194528439,1.0544629028213641,0.0026730995159596205,0.0026730995159596205,0.0026730995159596205,1.0
0,23,0.8293169366553673,0.8293169366553673,1.0496844497405666,0.0026736129075288773,0.0026736129075288773,0.0026736126746982336,1.0
0,24,0.8283080896304412,0.8283080896304412,1.0375363791155245,0.002691001398488879,0.002691001398488879,0.002691001398488879,1.0
0,25,0.826946308134388,0.826946308134388,1.0554592327778947,0.0027145075146108866,0.0027145075146108866,0.002714507281780243,1.0
0,26,0.825623611393403,0.825623611393403,1.0649427436639505,0.002737375209107995,0.002737375209107995,0.0027373754419386387,1.0
0,27,0.8253215418698536,0.8253215418698536,1.0562920698956406,0.002742603188380599,0.002742603188380599,0.002742603188380599,1.0
0,28,0.825668979032361,0.825668979032361,1.0794173750543772,0.0027365905698388815,0.0027365905698388815,0.0027365905698388815,1.0
0,29,0.8297992931094764,0.8297992931094764,1.1065484297962422,0.0026653059758245945,0.0026653059758245945,0.0026653059758245945,1.0
0,30,0.8396063738717776,0.8396063738717776,1.1177884511082816,0.0024974585976451635,0.0024974585976451635,0.0024974585976451635,1.0
0,31,0.847622041285955,0.847622041285955,1.1021105881331632,0.002361720660701394,0.002361720660701394,0.002361720660701394,1.0
0,32,0.854169665775838,0.854169665775838,1.0848942465033122,0.002251792000606656,0.002251792000606656,0.002251792000606656,1.0
0,33,0.8592714274891605,0.8592714274891605,1.0701947449058513,0.002166720340028405,0.002166720340028405,0.002166720340028405,1.0
0,34,0.8630830226933144,0.8630830226933144,1.0714755176711899,0.0021034912206232548,0.0021034912206232548,0.0021034912206232548,1.0
0,35,0.8655627510444874,0.8655627510444874,1.1014318190507226,0.0020625058095902205,0.0020625058095902205,0.0020625058095902205,1.0
0,36,0.8670106283270205,0.8670106283270205,1.1152347049871671,0.0020386292599141598,0.0020386292599141598,0.0020386292599141598,1.0
0,37,0.8672234784139788,0.8672234784139788,1.1192308328063925,0.002035122597590089,0.002035122597590089,0.002035122597590089,1.0
0,38,0.8663399477422659,0.8663399477422659,1.0923675012606924,0.002049684291705489,0.002049684291705489,0.002049684291705489,1.0
0,39,0.8641102177497326,0.8641102177497326,1.0792646689812375,0.0020864992402493954,0.0020864992402493954,0.0020864992402493954,1.0
0,40,0.8606290176350756,0.8606290176350756,1.0721418418733062,0.0021441676653921604,0.0021441676653921604,0.0021441676653921604,1.0
0,41,0.856200293622503,0.856200293622503,1.0634736239691391,0.00221787067130208,0.00221787067130208,0.00221787067130208,1.0
0,42,0.851260306005864,0.851260306005864,1.0799162838261154,0.002300532767549157,0.002300532767549157,0.002300533000379801,1.0
0,43,0.8470769398901989,0.8470769398901989,1.0914096390724943,0.0023709109518676996,0.0023709109518676996,0.002370910719037056,1.0
0,44,0.8438028875357853,0.8438028875357853,1.0972981227261838,0.002426233608275652,0.002426233608275652,0.002426233608275652,1.0
0,45,0.8393527337986277,0.8393527337986277,1.0994488007484449,0.0025017750449478626,0.0025017750449478626,0.002501774812117219,1.0
0,46,0.8353441222237017,0.8353441222237017,1.0992504705372843,0.0025701646227389574,0.0025701646227389574,0.0025701646227389574,1.0
0,47,0.8394429634026412,0.8394429634026412,1.0822973948350512,0.0025002392940223217,0.0025002392940223217,0.0025002392940223217,1.0
0,48,0.8505921128798724,0.8505921128798724,1.0954827688830135,0.002311751013621688,0.002311751013621688,0.002311751013621688,1.0
0,49,0.8598618211446392,0.8598618211446392,1.1023967477747605,0.0021569081582129,0.0021569081582129,0.0021569081582129,1.0
0,50,0.8677087703165647,0.8677087703165647,1.1030413105466292,0.002027130452916026,0.002027130452916026,0.002027130452916026,1.0
0,51,0.8741753124614826,0.8741753124614826,1.099412921500288,0.0019210620084777474,0.0019210620084777474,0.0019210620084777474,1.0
0,52,0.8794904423709005,0.8794904423709005,1.1044480564738532,0.0018344654235988855,0.0018344654235988855,0.0018344654235988855,1.0
0,53,0.8835406266658851,0.8835406266658851,1.095895444600527,0.0017688287189230323,0.0017688287189230323,0.0017688286025077105,1.0
0,54,0.8865684688622418,0.8865684688622418,1.1006646278147358,0.0017199560534209013,0.0017199560534209013,0.0017199560534209013,1.0
0,55,0.8885086359391215,0.8885086359391215,1.108398257102446,0.0016887272940948606,0.0016887272940948606,0.0016887272940948606,1.0
0,56,0.8897598672734298,0.8897598672734298,1.1208603145997402,0.0016686237649992108,0.0016686237649992108,0.0016686237649992108,1.0
0,57,0.8900581745049542,0.8900581745049542,1.1163139547383207,0.0016638350207358599,0.0016638350207358599,0.0016638350207358599,1.0
